Entity,Day,reported_ari_cases
England,2021-09-20,0
England,2021-09-27,0
England,2021-10-04,0
England,2021-10-11,9123
England,2021-10-18,0
England,2021-10-25,12113
England,2021-11-01,12815
England,2021-11-08,13516
England,2021-11-15,0
England,2021-11-22,14560
England,2021-11-29,0
England,2021-12-06,14268
England,2021-12-13,13185
England,2021-12-20,0
England,2021-12-27,0
England,2022-01-03,9576
England,2022-01-10,9584
England,2022-01-17,0
England,2022-01-24,0
England,2022-01-31,0
England,2022-02-07,6821
England,2022-02-14,0
England,2022-02-21,9564
England,2022-02-28,0
England,2022-03-07,3527
England,2022-03-14,0
England,2022-03-21,10689
England,2022-03-28,0
England,2022-04-04,11999
England,2022-04-11,0
England,2022-04-18,9362
England,2022-04-25,0
England,2022-05-02,9345
England,2022-05-09,0
England,2022-05-16,11481
England,2022-05-23,0
England,2022-05-30,0
England,2022-06-06,0
England,2022-06-13,0
England,2022-06-20,0
England,2022-06-27,0
England,2022-07-04,0
England,2022-07-11,0
England,2022-07-18,0
England,2022-07-25,0
England,2022-08-01,0
England,2022-08-08,0
England,2022-08-15,0
England,2022-08-22,0
England,2022-08-29,0
England,2022-09-05,0
England,2022-09-12,0
England,2022-09-19,0
England,2022-09-26,0
England,2022-10-03,0
England,2022-10-10,15047
England,2022-10-17,0
England,2022-10-24,0
England,2022-10-31,0
England,2022-11-07,0
England,2022-11-14,17422
England,2022-11-21,0
England,2022-11-28,21624
England,2022-12-05,0
England,2022-12-12,31439
England,2022-12-19,31719
England,2022-12-26,18854
England,2023-01-02,21896
England,2023-01-09,19627
England,2023-01-16,17054
England,2023-01-23,17475
England,2023-01-30,18758
England,2023-02-06,19237
England,2023-02-13,0
England,2023-02-20,0
England,2023-02-27,17126
England,2023-03-06,0
England,2023-03-13,17297
England,2023-03-20,17414
England,2023-03-27,16991
England,2023-04-03,12407
England,2023-04-10,12028
England,2023-04-17,6575
England,2023-04-24,25400
England,2023-05-01,0
England,2023-05-08,22058
England,2023-05-15,0
England,2023-05-22,0
England,2023-05-29,0
England,2023-06-05,0
England,2023-06-12,0
England,2023-06-19,0
England,2023-06-26,0
England,2023-07-03,0
England,2023-07-10,0
England,2023-07-17,0
England,2023-07-24,0
England,2023-07-31,0
England,2023-08-07,0
England,2023-08-14,0
England,2023-08-21,0
England,2023-08-28,0
England,2023-09-04,0
England,2023-09-11,0
England,2023-09-18,0
England,2023-09-25,0
England,2023-10-02,0
England,2023-10-09,0
England,2023-10-16,53757
England,2023-10-23,0
England,2023-10-30,0
England,2023-11-06,0
England,2023-11-13,50744
England,2023-11-20,0
England,2023-11-27,57127
England,2023-12-04,62244
England,2023-12-11,0
England,2023-12-18,69617
England,2023-12-25,46472
England,2024-01-01,59721
England,2024-01-08,56332
England,2024-01-15,0
England,2024-01-22,64383
England,2024-01-29,0
England,2024-02-05,0
England,2024-02-12,0
England,2024-02-19,0
England,2024-02-26,0
England,2024-03-04,0
England,2024-03-11,60008
England,2024-03-18,59744
England,2024-03-25,0
England,2024-04-01,35253
England,2024-04-08,42571
England,2024-04-15,0
England,2024-04-22,0
England,2024-04-29,0
England,2024-05-06,38378
England,2024-05-13,40413
England,2024-05-20,0
England,2024-05-27,0
England,2024-06-03,0
England,2024-06-10,0
England,2024-06-17,0
England,2024-06-24,0
England,2024-07-01,0
England,2024-07-08,0
England,2024-07-15,0
England,2024-07-22,0
England,2024-07-29,0
England,2024-08-05,0
England,2024-08-12,0
England,2024-08-19,0
England,2024-08-26,0
England,2024-09-02,0
England,2024-09-09,0
England,2024-09-16,0
England,2024-09-23,0
England,2024-09-30,41566
England,2024-10-07,42566
England,2024-10-14,42021
England,2024-10-21,0
England,2024-10-28,43708
England,2024-11-04,49275
England,2024-11-11,52701
England,2024-11-18,0
England,2024-11-25,63421
England,2024-12-02,67343
England,2024-12-09,70852
England,2024-12-16,0
England,2024-12-23,51385
England,2024-12-30,0
England,2025-01-06,67192
England,2025-01-13,56456
England,2025-01-20,55906
England,2025-01-27,57719
England,2025-02-03,57099
England,2025-02-10,55527
England,2025-02-17,48024
England,2025-02-24,0
England,2025-03-03,48387
England,2025-03-10,0
England,2025-03-17,0
England,2025-03-24,47787
England,2025-03-31,40881
England,2025-04-07,39720
England,2025-04-14,29024
Estonia,2009-07-27,808
Estonia,2009-08-03,0
Estonia,2009-08-10,752
Estonia,2009-08-17,754
Estonia,2009-08-24,1074
Estonia,2009-08-31,0
Estonia,2009-09-07,2212
Estonia,2009-09-14,0
Estonia,2009-09-21,3786
Estonia,2009-09-28,0
Estonia,2009-10-05,0
Estonia,2009-10-12,0
Estonia,2009-10-19,3642
Estonia,2009-10-26,3495
Estonia,2009-11-02,0
Estonia,2009-11-09,0
Estonia,2009-11-16,9934
Estonia,2009-11-23,13508
Estonia,2009-11-30,0
Estonia,2009-12-07,0
Estonia,2009-12-14,0
Estonia,2009-12-21,0
Estonia,2009-12-28,4537
Estonia,2010-01-04,0
Estonia,2010-01-11,0
Estonia,2010-01-18,3281
Estonia,2010-01-25,0
Estonia,2010-02-01,3190
Estonia,2010-02-08,3085
Estonia,2010-02-15,0
Estonia,2010-02-22,0
Estonia,2010-03-01,0
Estonia,2010-03-08,0
Estonia,2010-03-15,3476
Estonia,2010-03-22,0
Estonia,2010-03-29,0
Estonia,2010-04-05,0
Estonia,2010-04-12,0
Estonia,2010-04-19,3000
Estonia,2010-04-26,3260
Estonia,2010-05-03,0
Estonia,2010-05-10,2429
Estonia,2010-05-17,0
Estonia,2010-05-24,0
Estonia,2010-05-31,1683
Estonia,2010-06-07,0
Estonia,2010-06-14,0
Estonia,2010-06-21,0
Estonia,2010-06-28,0
Estonia,2010-07-05,0
Estonia,2010-07-12,691
Estonia,2010-07-19,0
Estonia,2010-07-26,0
Estonia,2010-08-02,595
Estonia,2010-08-09,0
Estonia,2010-08-16,700
Estonia,2010-08-23,1061
Estonia,2010-08-30,0
Estonia,2010-09-06,0
Estonia,2010-09-13,4173
Estonia,2010-09-20,4140
Estonia,2010-09-27,4443
Estonia,2010-10-04,3645
Estonia,2010-10-11,3655
Estonia,2010-10-18,0
Estonia,2010-10-25,3861
Estonia,2010-11-01,3303
Estonia,2010-11-08,3244
Estonia,2010-11-15,3712
Estonia,2010-11-22,4081
Estonia,2010-11-29,0
Estonia,2010-12-06,0
Estonia,2010-12-13,4248
Estonia,2010-12-20,3601
Estonia,2010-12-27,4452
Estonia,2011-01-03,0
Estonia,2011-01-10,5199
Estonia,2011-01-17,0
Estonia,2011-01-24,0
Estonia,2011-01-31,7674
Estonia,2011-02-07,6734
Estonia,2011-02-14,0
Estonia,2011-02-21,4924
Estonia,2011-02-28,5239
Estonia,2011-03-07,4284
Estonia,2011-03-14,4473
Estonia,2011-03-21,0
Estonia,2011-03-28,0
Estonia,2011-04-04,4154
Estonia,2011-04-11,4157
Estonia,2011-04-18,0
Estonia,2011-04-25,3524
Estonia,2011-05-02,0
Estonia,2011-05-09,0
Estonia,2011-05-16,0
Estonia,2011-05-23,2624
Estonia,2011-05-30,0
Estonia,2011-06-06,1733
Estonia,2011-06-13,0
Estonia,2011-06-20,0
Estonia,2011-06-27,1415
Estonia,2011-07-04,794
Estonia,2011-07-11,814
Estonia,2011-07-18,0
Estonia,2011-07-25,838
Estonia,2011-08-01,789
Estonia,2011-08-08,772
Estonia,2011-08-15,963
Estonia,2011-08-22,0
Estonia,2011-08-29,1420
Estonia,2011-09-05,0
Estonia,2011-09-12,2926
Estonia,2011-09-19,3610
Estonia,2011-09-26,3722
Estonia,2011-10-03,3207
Estonia,2011-10-10,0
Estonia,2011-10-17,3402
Estonia,2011-10-24,3201
Estonia,2011-10-31,3417
Estonia,2011-11-07,2917
Estonia,2011-11-14,3152
Estonia,2011-11-21,0
Estonia,2011-11-28,0
Estonia,2011-12-05,0
Estonia,2011-12-12,3229
Estonia,2011-12-19,0
Estonia,2011-12-26,3172
Estonia,2012-01-02,0
Estonia,2012-01-09,2904
Estonia,2012-01-16,3058
Estonia,2012-01-23,0
Estonia,2012-01-30,0
Estonia,2012-02-06,0
Estonia,2012-02-13,0
Estonia,2012-02-20,3993
Estonia,2012-02-27,0
Estonia,2012-03-05,0
Estonia,2012-03-12,5231
Estonia,2012-03-19,0
Estonia,2012-03-26,5015
Estonia,2012-04-02,0
Estonia,2012-04-09,0
Estonia,2012-04-16,3426
Estonia,2012-04-23,0
Estonia,2012-04-30,2812
Estonia,2012-05-07,2683
Estonia,2012-05-14,0
Estonia,2012-05-21,2235
Estonia,2012-05-28,2395
Estonia,2012-06-04,1683
Estonia,2012-06-11,0
Estonia,2012-06-18,0
Estonia,2012-06-25,0
Estonia,2012-07-02,0
Estonia,2012-07-09,899
Estonia,2012-07-16,816
Estonia,2012-07-23,0
Estonia,2012-07-30,0
Estonia,2012-08-06,720
Estonia,2012-08-13,876
Estonia,2012-08-20,0
Estonia,2012-08-27,1441
Estonia,2012-09-03,1576
Estonia,2012-09-10,0
Estonia,2012-09-17,3348
Estonia,2012-09-24,3726
Estonia,2012-10-01,0
Estonia,2012-10-08,2903
Estonia,2012-10-15,0
Estonia,2012-10-22,3016
Estonia,2012-10-29,3589
Estonia,2012-11-05,2762
Estonia,2012-11-12,0
Estonia,2012-11-19,3312
Estonia,2012-11-26,3657
Estonia,2012-12-03,0
Estonia,2012-12-10,0
Estonia,2012-12-17,3560
Estonia,2012-12-24,2780
Estonia,2012-12-31,0
Estonia,2013-01-07,0
Estonia,2013-01-14,0
Estonia,2013-01-21,0
Estonia,2013-01-28,8521
Estonia,2013-02-04,8582
Estonia,2013-02-11,9439
Estonia,2013-02-18,9318
Estonia,2013-02-25,9554
Estonia,2013-03-04,7416
Estonia,2013-03-11,0
Estonia,2013-03-18,0
Estonia,2013-03-25,0
Estonia,2013-04-01,5441
Estonia,2013-04-08,4307
Estonia,2013-04-15,0
Estonia,2013-04-22,0
Estonia,2013-04-29,3067
Estonia,2013-05-06,0
Estonia,2013-05-13,0
Estonia,2013-05-20,1964
Estonia,2013-05-27,2215
Estonia,2013-06-03,1527
Estonia,2013-06-10,1343
Estonia,2013-06-17,0
Estonia,2013-06-24,1396
Estonia,2013-07-01,1099
Estonia,2013-07-08,913
Estonia,2013-07-15,0
Estonia,2013-07-22,738
Estonia,2013-07-29,900
Estonia,2013-08-05,0
Estonia,2013-08-12,0
Estonia,2013-08-19,0
Estonia,2013-08-26,1299
Estonia,2013-09-02,0
Estonia,2013-09-09,2475
Estonia,2013-09-16,3146
Estonia,2013-09-23,0
Estonia,2013-09-30,3208
Estonia,2013-10-07,0
Estonia,2013-10-14,0
Estonia,2013-10-21,0
Estonia,2013-10-28,3143
Estonia,2013-11-04,0
Estonia,2013-11-11,0
Estonia,2013-11-18,0
Estonia,2013-11-25,3711
Estonia,2013-12-02,0
Estonia,2013-12-09,0
Estonia,2013-12-16,0
Estonia,2013-12-23,0
Estonia,2013-12-30,2596
Estonia,2014-01-06,2770
Estonia,2014-01-13,2797
Estonia,2014-01-20,3298
Estonia,2014-01-27,4384
Estonia,2014-02-03,0
Estonia,2014-02-10,0
Estonia,2014-02-17,0
Estonia,2014-02-24,5896
Estonia,2014-03-03,0
Estonia,2014-03-10,4883
Estonia,2014-03-17,0
Estonia,2014-03-24,0
Estonia,2014-03-31,3983
Estonia,2014-04-07,3475
Estonia,2014-04-14,2972
Estonia,2014-04-21,0
Estonia,2014-04-28,0
Estonia,2014-05-05,2534
Estonia,2014-05-12,0
Estonia,2014-05-19,0
Estonia,2014-05-26,2135
Estonia,2014-06-02,1593
Estonia,2014-06-09,0
Estonia,2014-06-16,0
Estonia,2014-06-23,0
Estonia,2014-06-30,1319
Estonia,2014-07-07,1028
Estonia,2014-07-14,965
Estonia,2014-07-21,0
Estonia,2014-07-28,911
Estonia,2014-08-04,0
Estonia,2014-08-11,0
Estonia,2014-08-18,0
Estonia,2014-08-25,1403
Estonia,2014-09-01,1602
Estonia,2014-09-08,2406
Estonia,2014-09-15,3047
Estonia,2014-09-22,0
Estonia,2014-09-29,0
Estonia,2014-10-06,3236
Estonia,2014-10-13,3187
Estonia,2014-10-20,3236
Estonia,2014-10-27,3852
Estonia,2014-11-03,0
Estonia,2014-11-10,3134
Estonia,2014-11-17,3504
Estonia,2014-11-24,3889
Estonia,2014-12-01,3670
Estonia,2014-12-08,0
Estonia,2014-12-15,3563
Estonia,2014-12-22,0
Estonia,2014-12-29,0
Estonia,2015-01-05,3004
Estonia,2015-01-12,2954
Estonia,2015-01-19,4050
Estonia,2015-01-26,4857
Estonia,2015-02-02,0
Estonia,2015-02-09,6394
Estonia,2015-02-16,6513
Estonia,2015-02-23,0
Estonia,2015-03-02,0
Estonia,2015-03-09,0
Estonia,2015-03-16,0
Estonia,2015-03-23,0
Estonia,2015-03-30,4133
Estonia,2015-04-06,4015
Estonia,2015-04-13,4066
Estonia,2015-04-20,3784
Estonia,2015-04-27,0
Estonia,2015-05-04,0
Estonia,2015-05-11,2396
Estonia,2015-05-18,2281
Estonia,2015-05-25,2445
Estonia,2015-06-01,0
Estonia,2015-06-08,1637
Estonia,2015-06-15,1581
Estonia,2015-06-22,981
Estonia,2015-06-29,955
Estonia,2015-07-06,840
Estonia,2015-07-13,681
Estonia,2015-07-20,745
Estonia,2015-07-27,0
Estonia,2015-08-03,0
Estonia,2015-08-10,0
Estonia,2015-08-17,0
Estonia,2015-08-24,0
Estonia,2015-08-31,0
Estonia,2015-09-07,0
Estonia,2015-09-14,2945
Estonia,2015-09-21,3200
Estonia,2015-09-28,3434
Estonia,2015-10-05,3206
Estonia,2015-10-12,0
Estonia,2015-10-19,3370
Estonia,2015-10-26,3510
Estonia,2015-11-02,2891
Estonia,2015-11-09,0
Estonia,2015-11-16,3324
Estonia,2015-11-23,0
Estonia,2015-11-30,3837
Estonia,2015-12-07,3632
Estonia,2015-12-14,3639
Estonia,2015-12-21,0
Estonia,2015-12-28,0
Estonia,2016-01-04,3210
Estonia,2016-01-11,3535
Estonia,2016-01-18,4656
Estonia,2016-01-25,0
Estonia,2016-02-01,7372
Estonia,2016-02-08,7751
Estonia,2016-02-15,0
Estonia,2016-02-22,6048
Estonia,2016-02-29,0
Estonia,2016-03-07,0
Estonia,2016-03-14,4475
Estonia,2016-03-21,0
Estonia,2016-03-28,0
Estonia,2016-04-04,3403
Estonia,2016-04-11,3161
Estonia,2016-04-18,3075
Estonia,2016-04-25,3548
Estonia,2016-05-02,2766
Estonia,2016-05-09,2358
Estonia,2016-05-16,2179
Estonia,2016-05-23,2069
Estonia,2016-05-30,1939
Estonia,2016-06-06,0
Estonia,2016-06-13,0
Estonia,2016-06-20,700
Estonia,2016-06-27,1286
Estonia,2016-07-04,0
Estonia,2016-07-11,0
Estonia,2016-07-18,0
Estonia,2016-07-25,912
Estonia,2016-08-01,669
Estonia,2016-08-08,0
Estonia,2016-08-15,929
Estonia,2016-08-22,1318
Estonia,2016-08-29,0
Estonia,2016-09-05,0
Estonia,2016-09-12,2617
Estonia,2016-09-19,3291
Estonia,2016-09-26,3698
Estonia,2016-10-03,3151
Estonia,2016-10-10,0
Estonia,2016-10-17,0
Estonia,2016-10-24,0
Estonia,2016-10-31,0
Estonia,2016-11-07,0
Estonia,2016-11-14,3247
Estonia,2016-11-21,0
Estonia,2016-11-28,0
Estonia,2016-12-05,3791
Estonia,2016-12-12,4337
Estonia,2016-12-19,4560
Estonia,2016-12-26,0
Estonia,2017-01-02,5377
Estonia,2017-01-09,5501
Estonia,2017-01-16,6300
Estonia,2017-01-23,6603
Estonia,2017-01-30,0
Estonia,2017-02-06,5806
Estonia,2017-02-13,5217
Estonia,2017-02-20,0
Estonia,2017-02-27,5112
Estonia,2017-03-06,4203
Estonia,2017-03-13,4329
Estonia,2017-03-20,3920
Estonia,2017-03-27,0
Estonia,2017-04-03,0
Estonia,2017-04-10,2450
Estonia,2017-04-17,3007
Estonia,2017-04-24,3029
Estonia,2017-05-01,0
Estonia,2017-05-08,0
Estonia,2017-05-15,0
Estonia,2017-05-22,0
Estonia,2017-05-29,0
Estonia,2017-06-05,0
Estonia,2017-06-12,0
Estonia,2017-06-19,0
Estonia,2017-06-26,1458
Estonia,2017-07-03,1054
Estonia,2017-07-10,0
Estonia,2017-07-17,0
Estonia,2017-07-24,937
Estonia,2017-07-31,864
Estonia,2017-08-07,0
Estonia,2017-08-14,938
Estonia,2017-08-21,1172
Estonia,2017-08-28,0
Estonia,2017-09-04,1799
Estonia,2017-09-11,2681
Estonia,2017-09-18,0
Estonia,2017-09-25,3555
Estonia,2017-10-02,3341
Estonia,2017-10-09,0
Estonia,2017-10-16,3375
Estonia,2017-10-23,0
Estonia,2017-10-30,3126
Estonia,2017-11-06,2972
Estonia,2017-11-13,0
Estonia,2017-11-20,0
Estonia,2017-11-27,4015
Estonia,2017-12-04,0
Estonia,2017-12-11,0
Estonia,2017-12-18,0
Estonia,2017-12-25,2916
Estonia,2018-01-01,0
Estonia,2018-01-08,0
Estonia,2018-01-15,3825
Estonia,2018-01-22,0
Estonia,2018-01-29,6188
Estonia,2018-02-05,0
Estonia,2018-02-12,0
Estonia,2018-02-19,6620
Estonia,2018-02-26,7493
Estonia,2018-03-05,6741
Estonia,2018-03-12,6619
Estonia,2018-03-19,5866
Estonia,2018-03-26,0
Estonia,2018-04-02,5258
Estonia,2018-04-09,4209
Estonia,2018-04-16,3717
Estonia,2018-04-23,0
Estonia,2018-04-30,0
Estonia,2018-05-07,2342
Estonia,2018-05-14,0
Estonia,2018-05-21,0
Estonia,2018-05-28,2085
Estonia,2018-06-04,1635
Estonia,2018-06-11,0
Estonia,2018-06-18,0
Estonia,2018-06-25,0
Estonia,2018-07-02,0
Estonia,2018-07-09,0
Estonia,2018-07-16,856
Estonia,2018-07-23,775
Estonia,2018-07-30,0
Estonia,2018-08-06,747
Estonia,2018-08-13,822
Estonia,2018-08-20,1057
Estonia,2018-08-27,0
Estonia,2018-09-03,1587
Estonia,2018-09-10,2353
Estonia,2018-09-17,3155
Estonia,2018-09-24,0
Estonia,2018-10-01,0
Estonia,2018-10-08,2970
Estonia,2018-10-15,0
Estonia,2018-10-22,2899
Estonia,2018-10-29,3099
Estonia,2018-11-05,3019
Estonia,2018-11-12,2842
Estonia,2018-11-19,3081
Estonia,2018-11-26,0
Estonia,2018-12-03,3242
Estonia,2018-12-10,0
Estonia,2018-12-17,3850
Estonia,2018-12-24,2524
Estonia,2018-12-31,0
Estonia,2019-01-07,3644
Estonia,2019-01-14,0
Estonia,2019-01-21,0
Estonia,2019-01-28,0
Estonia,2019-02-04,5978
Estonia,2019-02-11,0
Estonia,2019-02-18,0
Estonia,2019-02-25,5233
Estonia,2019-03-04,3927
Estonia,2019-03-11,0
Estonia,2019-03-18,3835
Estonia,2019-03-25,0
Estonia,2019-04-01,3427
Estonia,2019-04-08,0
Estonia,2019-04-15,0
Estonia,2019-04-22,0
Estonia,2019-04-29,0
Estonia,2019-05-06,0
Estonia,2019-05-13,0
Estonia,2019-05-20,0
Estonia,2019-05-27,0
Estonia,2019-06-03,0
Estonia,2019-06-10,0
Estonia,2019-06-17,1373
Estonia,2019-06-24,0
Estonia,2019-07-01,1036
Estonia,2019-07-08,903
Estonia,2019-07-15,0
Estonia,2019-07-22,806
Estonia,2019-07-29,0
Estonia,2019-08-05,0
Estonia,2019-08-12,0
Estonia,2019-08-19,0
Estonia,2019-08-26,1145
Estonia,2019-09-02,1095
Estonia,2019-09-09,0
Estonia,2019-09-16,2552
Estonia,2019-09-23,3465
Estonia,2019-09-30,2868
Estonia,2019-10-07,0
Estonia,2019-10-14,2930
Estonia,2019-10-21,0
Estonia,2019-10-28,2909
Estonia,2019-11-04,0
Estonia,2019-11-11,2704
Estonia,2019-11-18,3089
Estonia,2019-11-25,0
Estonia,2019-12-02,0
Estonia,2019-12-09,2964
Estonia,2019-12-16,0
Estonia,2019-12-23,0
Estonia,2019-12-30,2462
Estonia,2020-01-06,2686
Estonia,2020-01-13,2696
Estonia,2020-01-20,3110
Estonia,2020-01-27,3818
Estonia,2020-02-03,2831
Estonia,2020-02-10,4009
Estonia,2020-02-17,4078
Estonia,2020-02-24,3894
Estonia,2020-03-02,3710
Estonia,2020-03-09,3472
Estonia,2020-03-16,5595
Estonia,2020-03-23,0
Estonia,2020-03-30,0
Estonia,2020-04-06,3358
Estonia,2020-04-13,0
Estonia,2020-04-20,2073
Estonia,2020-04-27,0
Estonia,2020-05-04,1153
Estonia,2020-05-11,814
Estonia,2020-05-18,0
Estonia,2020-05-25,0
Estonia,2020-06-01,0
Estonia,2020-06-08,0
Estonia,2020-06-15,0
Estonia,2020-06-22,0
Estonia,2020-06-29,0
Estonia,2020-07-06,0
Estonia,2020-07-13,563
Estonia,2020-07-20,524
Estonia,2020-07-27,0
Estonia,2020-08-03,0
Estonia,2020-08-10,0
Estonia,2020-08-17,1446
Estonia,2020-08-24,0
Estonia,2020-08-31,0
Estonia,2020-09-07,0
Estonia,2020-09-14,0
Estonia,2020-09-21,4746
Estonia,2020-09-28,4360
Estonia,2020-10-05,2901
Estonia,2020-10-12,0
Estonia,2020-10-19,2358
Estonia,2020-10-26,2788
Estonia,2020-11-02,2892
Estonia,2020-11-09,3124
Estonia,2020-11-16,4051
Estonia,2020-11-23,0
Estonia,2020-11-30,0
Estonia,2020-12-07,3871
Estonia,2020-12-14,0
Estonia,2020-12-21,0
Estonia,2020-12-28,2945
Estonia,2021-01-04,2596
Estonia,2021-01-11,0
Estonia,2021-01-18,2824
Estonia,2021-01-25,3110
Estonia,2021-02-01,2885
Estonia,2021-02-08,2831
Estonia,2021-02-15,3882
Estonia,2021-02-22,0
Estonia,2021-03-01,0
Estonia,2021-03-08,3625
Estonia,2021-03-15,3988
Estonia,2021-03-22,0
Estonia,2021-03-29,0
Estonia,2021-04-05,0
Estonia,2021-04-12,0
Estonia,2021-04-19,1857
Estonia,2021-04-26,0
Estonia,2021-05-03,1619
Estonia,2021-05-10,0
Estonia,2021-05-17,1963
Estonia,2021-05-24,0
Estonia,2021-05-31,2239
Estonia,2021-06-07,0
Estonia,2021-06-14,0
Estonia,2021-06-21,0
Estonia,2021-06-28,1315
Estonia,2021-07-05,1087
Estonia,2021-07-12,0
Estonia,2021-07-19,0
Estonia,2021-07-26,1207
Estonia,2021-08-02,0
Estonia,2021-08-09,1667
Estonia,2021-08-16,1293
Estonia,2021-08-23,2344
Estonia,2021-08-30,3178
Estonia,2021-09-06,3357
Estonia,2021-09-13,4852
Estonia,2021-09-20,0
Estonia,2021-09-27,5893
Estonia,2021-10-04,0
Estonia,2021-10-11,0
Estonia,2021-10-18,0
Estonia,2021-10-25,0
Estonia,2021-11-01,0
Estonia,2021-11-08,5251
Estonia,2021-11-15,5012
Estonia,2021-11-22,0
Estonia,2021-11-29,0
Estonia,2021-12-06,0
Estonia,2021-12-13,0
Estonia,2021-12-20,2917
Estonia,2021-12-27,4574
Estonia,2022-01-03,4435
Estonia,2022-01-10,0
Estonia,2022-01-17,0
Estonia,2022-01-24,0
Estonia,2022-01-31,10871
Estonia,2022-02-07,0
Estonia,2022-02-14,11833
Estonia,2022-02-21,11722
Estonia,2022-02-28,0
Estonia,2022-03-07,7456
Estonia,2022-03-14,0
Estonia,2022-03-21,0
Estonia,2022-03-28,0
Estonia,2022-04-04,0
Estonia,2022-04-11,0
Estonia,2022-04-18,0
Estonia,2022-04-25,0
Estonia,2022-05-02,2762
Estonia,2022-05-09,2689
Estonia,2022-05-16,2660
Estonia,2022-05-23,2540
Estonia,2022-05-30,2576
Estonia,2022-06-06,0
Estonia,2022-06-13,0
Estonia,2022-06-20,1183
Estonia,2022-06-27,2330
Estonia,2022-07-04,1843
Estonia,2022-07-11,1964
Estonia,2022-07-18,0
Estonia,2022-07-25,2858
Estonia,2022-08-01,2858
Estonia,2022-08-08,2301
Estonia,2022-08-15,0
Estonia,2022-08-22,2240
Estonia,2022-08-29,2257
Estonia,2022-09-05,2607
Estonia,2022-09-12,0
Estonia,2022-09-19,3878
Estonia,2022-09-26,4614
Estonia,2022-10-03,0
Estonia,2022-10-10,3871
Estonia,2022-10-17,3808
Estonia,2022-10-24,3959
Estonia,2022-10-31,3308
Estonia,2022-11-07,0
Estonia,2022-11-14,3785
Estonia,2022-11-21,3925
Estonia,2022-11-28,0
Estonia,2022-12-05,5338
Estonia,2022-12-12,0
Estonia,2022-12-19,5193
Estonia,2022-12-26,6894
Estonia,2023-01-02,0
Estonia,2023-01-09,4592
Estonia,2023-01-16,3844
Estonia,2023-01-23,3699
Estonia,2023-01-30,0
Estonia,2023-02-06,3642
Estonia,2023-02-13,0
Estonia,2023-02-20,335
Estonia,2023-02-27,0
Estonia,2023-03-06,0
Estonia,2023-03-13,0
Estonia,2023-03-20,3094
Estonia,2023-03-27,0
Estonia,2023-04-03,0
Estonia,2023-04-10,0
Estonia,2023-04-17,0
Estonia,2023-04-24,0
Estonia,2023-05-01,0
Estonia,2023-05-08,1773
Estonia,2023-05-15,1900
Estonia,2023-05-22,1758
Estonia,2023-05-29,0
Estonia,2023-06-05,1601
Estonia,2023-06-12,0
Estonia,2023-06-19,844
Estonia,2023-06-26,0
Estonia,2023-07-03,935
Estonia,2023-07-10,815
Estonia,2023-07-17,659
Estonia,2023-07-24,0
Estonia,2023-07-31,670
Estonia,2023-08-07,0
Estonia,2023-08-14,0
Estonia,2023-08-21,745
Estonia,2023-08-28,1127
Estonia,2023-09-04,994
Estonia,2023-09-11,1567
Estonia,2023-09-18,0
Estonia,2023-09-25,2302
Estonia,2023-10-02,0
Estonia,2023-10-09,0
Estonia,2023-10-16,1997
Estonia,2023-10-23,2514
Estonia,2023-10-30,0
Estonia,2023-11-06,0
Estonia,2023-11-13,0
Estonia,2023-11-20,0
Estonia,2023-11-27,6760
Estonia,2023-12-04,0
Estonia,2023-12-11,0
Estonia,2023-12-18,5229
Estonia,2023-12-25,0
Estonia,2024-01-01,3254
Estonia,2024-01-08,0
Estonia,2024-01-15,2914
Estonia,2024-01-22,0
Estonia,2024-01-29,2817
Estonia,2024-02-05,2884
Estonia,2024-02-12,0
Estonia,2024-02-19,3160
Estonia,2024-02-26,0
Estonia,2024-03-04,2591
Estonia,2024-03-11,0
Estonia,2024-03-18,2668
Estonia,2024-03-25,2434
Estonia,2024-04-01,0
Estonia,2024-04-08,0
Estonia,2024-04-15,0
Estonia,2024-04-22,0
Estonia,2024-04-29,0
Estonia,2024-05-06,0
Estonia,2024-05-13,2390
Estonia,2024-05-20,0
Estonia,2024-05-27,1806
Estonia,2024-06-03,1382
Estonia,2024-06-10,0
Estonia,2024-06-17,0
Estonia,2024-06-24,0
Estonia,2024-07-01,0
Estonia,2024-07-08,0
Estonia,2024-07-15,0
Estonia,2024-07-22,1134
Estonia,2024-07-29,0
Estonia,2024-08-05,0
Estonia,2024-08-12,0
Estonia,2024-08-19,0
Estonia,2024-08-26,2257
Estonia,2024-09-02,0
Estonia,2024-09-09,0
Estonia,2024-09-16,0
Estonia,2024-09-23,0
Estonia,2024-09-30,0
Estonia,2024-10-07,0
Estonia,2024-10-14,3357
Estonia,2024-10-21,0
Estonia,2024-10-28,3018
Estonia,2024-11-04,0
Estonia,2024-11-11,3331
Estonia,2024-11-18,3480
Estonia,2024-11-25,0
Estonia,2024-12-02,0
Estonia,2024-12-09,0
Estonia,2024-12-16,0
Estonia,2024-12-23,0
Estonia,2024-12-30,0
Estonia,2025-01-06,0
Estonia,2025-01-13,2995
Estonia,2025-01-20,0
Estonia,2025-01-27,0
Estonia,2025-02-03,4285
Estonia,2025-02-10,0
Estonia,2025-02-17,4637
Estonia,2025-02-24,0
Estonia,2025-03-03,0
Estonia,2025-03-10,2901
Estonia,2025-03-17,3382
Estonia,2025-03-24,3150
Estonia,2025-03-31,2887
Fiji,2015-09-21,1123
